cause,code,year,yearcode,deaths,population,rate,
Non-Injury: Anemias,GR113-045,2014,2014,5219,318857056,1.6,
Non-Injury: Anemias,GR113-045,2015,2015,5250,321418820,1.6,
Non-Injury: Anemias,GR113-045,2016,2016,5349,323127513,1.7,
Non-Injury: Anemias,GR113-045,2017,2017,5382,325719178,1.7,
Non-Injury: Anemias,GR113-045,2018,2018,5262,327167434,1.6,
Non-Injury: Anemias,GR113-045,2019,2019,5254,328239523,1.6,
Non-Injury: Diabetes mellitus,GR113-046,1999,1999,68399,279040168,24.5,
Non-Injury: Diabetes mellitus,GR113-046,2000,2000,69301,281421906,24.6,
Non-Injury: Diabetes mellitus,GR113-046,2001,2001,71372,284968955,25,
Non-Injury: Diabetes mellitus,GR113-046,2002,2002,73249,287625193,25.5,
Non-Injury: Diabetes mellitus,GR113-046,2003,2003,74219,290107933,25.6,
Non-Injury: Diabetes mellitus,GR113-046,2004,2004,73138,292805298,25,
Non-Injury: Diabetes mellitus,GR113-046,2005,2005,75119,295516599,25.4,
Non-Injury: Diabetes mellitus,GR113-046,2006,2006,72449,298379912,24.3,
Non-Injury: Diabetes mellitus,GR113-046,2007,2007,71382,301231207,23.7,
Non-Injury: Diabetes mellitus,GR113-046,2008,2008,70553,304093966,23.2,
Non-Injury: Diabetes mellitus,GR113-046,2009,2009,68705,306771529,22.4,
Non-Injury: Diabetes mellitus,GR113-046,2010,2010,69071,308745538,22.4,
Non-Injury: Diabetes mellitus,GR113-046,2011,2011,73831,311591917,23.7,
Non-Injury: Diabetes mellitus,GR113-046,2012,2012,73932,313914040,23.6,
Non-Injury: Diabetes mellitus,GR113-046,2013,2013,75578,316128839,23.9,
Non-Injury: Diabetes mellitus,GR113-046,2014,2014,76488,318857056,24,
Non-Injury: Diabetes mellitus,GR113-046,2015,2015,79535,321418820,24.7,
Non-Injury: Diabetes mellitus,GR113-046,2016,2016,80058,323127513,24.8,
Non-Injury: Diabetes mellitus,GR113-046,2017,2017,83564,325719178,25.7,
Non-Injury: Diabetes mellitus,GR113-046,2018,2018,84946,327167434,26,
Non-Injury: Diabetes mellitus,GR113-046,2019,2019,87647,328239523,26.7,
Non-Injury: Nutritional Deficiencies,GR113 048-049,1999,1999,4289,279040168,1.5,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2000,2000,4242,281421906,1.5,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2001,2001,3704,284968955,1.3,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2002,2002,3779,287625193,1.3,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2003,2003,3338,290107933,1.2,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2004,2004,3019,292805298,1,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2005,2005,3183,295516599,1.1,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2006,2006,2556,298379912,0.9,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2007,2007,2852,301231207,0.9,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2008,2008,2976,304093966,1,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2009,2009,2850,306771529,0.9,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2010,2010,2948,308745538,1,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2011,2011,3191,311591917,1,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2012,2012,3195,313914040,1,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2013,2013,3382,316128839,1.1,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2014,2014,4110,318857056,1.3,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2015,2015,5222,321418820,1.6,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2016,2016,6329,323127513,2,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2017,2017,7846,325719178,2.4,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2018,2018,9619,327167434,2.9,
Non-Injury: Nutritional Deficiencies,GR113 048-049,2019,2019,11570,328239523,3.5,
Non-Injury: Meningitis,GR113-050,1999,1999,850,279040168,0.3,
Non-Injury: Meningitis,GR113-050,2000,2000,758,281421906,0.3,
Non-Injury: Meningitis,GR113-050,2001,2001,727,284968955,0.3,
Non-Injury: Meningitis,GR113-050,2002,2002,700,287625193,0.2,
Non-Injury: Meningitis,GR113-050,2003,2003,730,290107933,0.3,
Non-Injury: Meningitis,GR113-050,2004,2004,674,292805298,0.2,
Non-Injury: Meningitis,GR113-050,2005,2005,669,295516599,0.2,
Non-Injury: Meningitis,GR113-050,2006,2006,634,298379912,0.2,
Non-Injury: Meningitis,GR113-050,2007,2007,655,301231207,0.2,
Non-Injury: Meningitis,GR113-050,2008,2008,633,304093966,0.2,
Non-Injury: Meningitis,GR113-050,2009,2009,649,306771529,0.2,
Non-Injury: Meningitis,GR113-050,2010,2010,608,308745538,0.2,
Non-Injury: Meningitis,GR113-050,2011,2011,611,311591917,0.2,
Non-Injury: Meningitis,GR113-050,2012,2012,551,313914040,0.2,
Non-Injury: Meningitis,GR113-050,2013,2013,584,316128839,0.2,
Non-Injury: Meningitis,GR113-050,2014,2014,538,318857056,0.2,
Non-Injury: Meningitis,GR113-050,2015,2015,555,321418820,0.2,
Non-Injury: Meningitis,GR113-050,2016,2016,561,323127513,0.2,
Non-Injury: Meningitis,GR113-050,2017,2017,615,325719178,0.2,
Non-Injury: Meningitis,GR113-050,2018,2018,632,327167434,0.2,
Non-Injury: Meningitis,GR113-050,2019,2019,583,328239523,0.2,
Non-Injury: Parkinsons disease,GR113-051,2000,2000,15682,281421906,5.6,
Non-Injury: Parkinsons disease,GR113-051,2001,2001,16544,284968955,5.8,
Non-Injury: Parkinsons disease,GR113-051,2002,2002,16959,287625193,5.9,
Non-Injury: Parkinsons disease,GR113-051,2003,2003,17997,290107933,6.2,
Non-Injury: Parkinsons disease,GR113-051,2004,2004,17989,292805298,6.1,
Non-Injury: Parkinsons disease,GR113-051,2005,2005,19544,295516599,6.6,
Non-Injury: Parkinsons disease,GR113-051,2006,2006,19566,298379912,6.6,
Non-Injury: Parkinsons disease,GR113-051,2007,2007,20058,301231207,6.7,
Non-Injury: Parkinsons disease,GR113-051,2008,2008,20483,304093966,6.7,
Non-Injury: Parkinsons disease,GR113-051,2009,2009,20565,306771529,6.7,
Non-Injury: Parkinsons disease,GR113-051,2010,2010,22032,308745538,7.1,
Non-Injury: Parkinsons disease,GR113-051,2011,2011,23111,311591917,7.4,
Non-Injury: Parkinsons disease,GR113-051,2012,2012,23818,313914040,7.6,
Non-Injury: Parkinsons disease,GR113-051,2013,2013,25196,316128839,8,
Non-Injury: Parkinsons disease,GR113-051,2014,2014,26150,318857056,8.2,
Non-Injury: Parkinsons disease,GR113-051,2015,2015,27972,321418820,8.7,
Non-Injury: Parkinsons disease,GR113-051,2016,2016,29697,323127513,9.2,
Non-Injury: Parkinsons disease,GR113-051,2017,2017,31963,325719178,9.8,
Non-Injury: Parkinsons disease,GR113-051,2018,2018,33829,327167434,10.3,
Non-Injury: Parkinsons disease,GR113-051,2019,2019,35311,328239523,10.8,
Non-Injury: Alzheimers disease,GR113-052,1999,1999,44536,279040168,16,
Non-Injury: Alzheimers disease,GR113-052,2001,2001,53852,284968955,18.9,
Non-Injury: Alzheimers disease,GR113-052,2002,2002,58866,287625193,20.5,
Non-Injury: Alzheimers disease,GR113-052,2003,2003,63457,290107933,21.9,
Non-Injury: Alzheimers disease,GR113-052,2004,2004,65965,292805298,22.5,
Non-Injury: Alzheimers disease,GR113-052,2005,2005,71599,295516599,24.2,
Non-Injury: Alzheimers disease,GR113-052,2006,2006,72432,298379912,24.3,
Non-Injury: Alzheimers disease,GR113-052,2007,2007,74632,301231207,24.8,
Non-Injury: Alzheimers disease,GR113-052,2008,2008,82435,304093966,27.1,
Non-Injury: Alzheimers disease,GR113-052,2009,2009,79003,306771529,25.8,
Non-Injury: Alzheimers disease,GR113-052,2010,2010,83494,308745538,27,
Non-Injury: Alzheimers disease,GR113-052,2011,2011,84974,311591917,27.3,
Non-Injury: Alzheimers disease,GR113-052,2012,2012,83637,313914040,26.6,
Non-Injury: Alzheimers disease,GR113-052,2013,2013,84767,316128839,26.8,
Non-Injury: Alzheimers disease,GR113-052,2014,2014,93541,318857056,29.3,
Non-Injury: Alzheimers disease,GR113-052,2015,2015,110561,321418820,34.4,
Non-Injury: Alzheimers disease,GR113-052,2016,2016,116103,323127513,35.9,
Non-Injury: Alzheimers disease,GR113-052,2017,2017,121404,325719178,37.3,
Non-Injury: Alzheimers disease,GR113-052,2018,2018,122019,327167434,37.3,
Non-Injury: Alzheimers disease,GR113-052,2019,2019,121499,328239523,37,
Non-Injury: Diseases of Heart,GR113 055-068,1999,1999,725192,279040168,259.9,
Non-Injury: Diseases of Heart,GR113 055-068,2000,2000,710760,281421906,252.6,
Non-Injury: Diseases of Heart,GR113 055-068,2002,2002,696947,287625193,242.3,
Non-Injury: Diseases of Heart,GR113 055-068,2003,2003,685089,290107933,236.1,
Non-Injury: Diseases of Heart,GR113 055-068,2004,2004,652486,292805298,222.8,
Non-Injury: Diseases of Heart,GR113 055-068,2005,2005,652091,295516599,220.7,
Non-Injury: Diseases of Heart,GR113 055-068,2006,2006,631636,298379912,211.7,
Non-Injury: Diseases of Heart,GR113 055-068,2007,2007,616067,301231207,204.5,
Non-Injury: Diseases of Heart,GR113 055-068,2008,2008,616828,304093966,202.8,
Non-Injury: Diseases of Heart,GR113 055-068,2009,2009,599413,306771529,195.4,
Non-Injury: Diseases of Heart,GR113 055-068,2010,2010,597689,308745538,193.6,
Non-Injury: Diseases of Heart,GR113 055-068,2011,2011,596577,311591917,191.5,
Non-Injury: Diseases of Heart,GR113 055-068,2012,2012,599711,313914040,191,
Non-Injury: Diseases of Heart,GR113 055-068,2013,2013,611105,316128839,193.3,
Non-Injury: Diseases of Heart,GR113 055-068,2014,2014,614348,318857056,192.7,
Non-Injury: Diseases of Heart,GR113 055-068,2015,2015,633842,321418820,197.2,
Non-Injury: Diseases of Heart,GR113 055-068,2016,2016,635260,323127513,196.6,
Non-Injury: Diseases of Heart,GR113 055-068,2017,2017,647457,325719178,198.8,
Non-Injury: Diseases of Heart,GR113 055-068,2018,2018,655381,327167434,200.3,
Non-Injury: Diseases of Heart,GR113 055-068,2019,2019,659041,328239523,200.8,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,1999,1999,16968,279040168,6.1,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2000,2000,18073,281421906,6.4,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2001,2001,19250,284968955,6.8,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2003,2003,21940,290107933,7.6,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2004,2004,23076,292805298,7.9,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2005,2005,24902,295516599,8.4,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2006,2006,23855,298379912,8,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2007,2007,23965,301231207,8,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2008,2008,25742,304093966,8.5,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2009,2009,25734,306771529,8.4,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2010,2010,26634,308745538,8.6,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2011,2011,27853,311591917,8.9,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2012,2012,29115,313914040,9.3,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2013,2013,30770,316128839,9.7,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2014,2014,30221,318857056,9.5,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2015,2015,32200,321418820,10,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2016,2016,33246,323127513,10.3,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2017,2017,35316,325719178,10.8,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2018,2018,35835,327167434,11,
Non-Injury: Essential (primary) hypertension and hypertensive renal disease,GR113-069,2019,2019,36524,328239523,11.1,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,1999,1999,167366,279040168,60,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2000,2000,167661,281421906,59.6,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2001,2001,163538,284968955,57.4,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2002,2002,162672,287625193,56.6,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2004,2004,150074,292805298,51.3,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2005,2005,143579,295516599,48.6,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2006,2006,137119,298379912,46,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2007,2007,135952,301231207,45.1,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2008,2008,134148,304093966,44.1,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2009,2009,128842,306771529,42,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2010,2010,129476,308745538,41.9,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2011,2011,128932,311591917,41.4,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2012,2012,128546,313914040,40.9,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2013,2013,128978,316128839,40.8,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2014,2014,133103,318857056,41.7,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2015,2015,140323,321418820,43.7,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2016,2016,142142,323127513,44,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2017,2017,146383,325719178,44.9,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2018,2018,147810,327167434,45.2,
"Non-Injury: Cerebrovascular diseases, including stroke",GR113-070,2019,2019,150005,328239523,45.7,
Non-Injury: Atherosclerosis,GR113-071,1999,1999,14979,279040168,5.4,
Non-Injury: Atherosclerosis,GR113-071,2000,2000,14393,281421906,5.1,
Non-Injury: Atherosclerosis,GR113-071,2001,2001,14086,284968955,4.9,
Non-Injury: Atherosclerosis,GR113-071,2002,2002,13821,287625193,4.8,
Non-Injury: Atherosclerosis,GR113-071,2003,2003,13053,290107933,4.5,
Non-Injury: Atherosclerosis,GR113-071,2005,2005,11841,295516599,4,
Non-Injury: Atherosclerosis,GR113-071,2006,2006,8652,298379912,2.9,
Non-Injury: Atherosclerosis,GR113-071,2007,2007,8232,301231207,2.7,
Non-Injury: Atherosclerosis,GR113-071,2008,2008,7836,304093966,2.6,
Non-Injury: Atherosclerosis,GR113-071,2009,2009,7377,306771529,2.4,
Non-Injury: Atherosclerosis,GR113-071,2010,2010,7230,308745538,2.3,
Non-Injury: Atherosclerosis,GR113-071,2011,2011,6945,311591917,2.2,
Non-Injury: Atherosclerosis,GR113-071,2012,2012,6946,313914040,2.2,
Non-Injury: Atherosclerosis,GR113-071,2013,2013,6685,316128839,2.1,
Non-Injury: Atherosclerosis,GR113-071,2014,2014,6356,318857056,2,
Non-Injury: Atherosclerosis,GR113-071,2015,2015,6088,321418820,1.9,
Non-Injury: Atherosclerosis,GR113-071,2016,2016,5727,323127513,1.8,
Non-Injury: Atherosclerosis,GR113-071,2017,2017,5547,325719178,1.7,
Non-Injury: Atherosclerosis,GR113-071,2018,2018,4931,327167434,1.5,
Non-Injury: Atherosclerosis,GR113-071,2019,2019,4417,328239523,1.3,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,1999,1999,25809,279040168,9.2,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2000,2000,26036,281421906,9.3,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2001,2001,25318,284968955,8.9,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2002,2002,24927,287625193,8.7,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2003,2003,24672,290107933,8.5,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2004,2004,23693,292805298,8.1,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2006,2006,22484,298379912,7.5,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2007,2007,21940,301231207,7.3,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2008,2008,19929,304093966,6.6,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2009,2009,19258,306771529,6.3,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2010,2010,19184,308745538,6.2,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2011,2011,18802,311591917,6,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2012,2012,18667,313914040,5.9,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2013,2013,18956,316128839,6,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2014,2014,19199,318857056,6,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2015,2015,19571,321418820,6.1,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2016,2016,19572,323127513,6.1,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2017,2017,19687,325719178,6,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2018,2018,19877,327167434,6.1,
Non-Injury: Other diseases of the circulatory system,GR113 073-074,2019,2019,19896,328239523,6.1,
Non-Injury: Other disorders of circulatory system,GR113-075,1999,1999,4025,279040168,1.4,
Non-Injury: Other disorders of circulatory system,GR113-075,2000,2000,4603,281421906,1.6,
Non-Injury: Other disorders of circulatory system,GR113-075,2001,2001,4665,284968955,1.6,
Non-Injury: Other disorders of circulatory system,GR113-075,2002,2002,4711,287625193,1.6,
Non-Injury: Other disorders of circulatory system,GR113-075,2003,2003,4737,290107933,1.6,
Non-Injury: Other disorders of circulatory system,GR113-075,2004,2004,4673,292805298,1.6,
Non-Injury: Other disorders of circulatory system,GR113-075,2005,2005,4813,295516599,1.6,
Non-Injury: Other disorders of circulatory system,GR113-075,2007,2007,4101,301231207,1.4,
Non-Injury: Other disorders of circulatory system,GR113-075,2008,2008,4042,304093966,1.3,
Non-Injury: Other disorders of circulatory system,GR113-075,2009,2009,4118,306771529,1.3,
Non-Injury: Other disorders of circulatory system,GR113-075,2010,2010,4241,308745538,1.4,
Non-Injury: Other disorders of circulatory system,GR113-075,2011,2011,4366,311591917,1.4,
Non-Injury: Other disorders of circulatory system,GR113-075,2012,2012,4446,313914040,1.4,
Non-Injury: Other disorders of circulatory system,GR113-075,2013,2013,4443,316128839,1.4,
Non-Injury: Other disorders of circulatory system,GR113-075,2014,2014,4548,318857056,1.4,
Non-Injury: Other disorders of circulatory system,GR113-075,2015,2015,4522,321418820,1.4,
Non-Injury: Other disorders of circulatory system,GR113-075,2016,2016,4731,323127513,1.5,
Non-Injury: Other disorders of circulatory system,GR113-075,2017,2017,4735,325719178,1.5,
Non-Injury: Other disorders of circulatory system,GR113-075,2018,2018,4828,327167434,1.5,
Non-Injury: Other disorders of circulatory system,GR113-075,2019,2019,4730,328239523,1.4,
Non-Injury: Influenza & Pneumonia,GR113 077-078,1999,1999,63730,279040168,22.8,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2000,2000,65313,281421906,23.2,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2001,2001,62034,284968955,21.8,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2002,2002,65681,287625193,22.8,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2003,2003,65163,290107933,22.5,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2004,2004,59664,292805298,20.4,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2005,2005,63001,295516599,21.3,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2006,2006,56326,298379912,18.9,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2008,2008,56284,304093966,18.5,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2009,2009,53692,306771529,17.5,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2010,2010,50097,308745538,16.2,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2011,2011,53826,311591917,17.3,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2012,2012,50636,313914040,16.1,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2013,2013,56979,316128839,18,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2014,2014,55227,318857056,17.3,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2015,2015,57062,321418820,17.8,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2016,2016,51537,323127513,15.9,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2017,2017,55672,325719178,17.1,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2018,2018,59120,327167434,18.1,
Non-Injury: Influenza & Pneumonia,GR113 077-078,2019,2019,49783,328239523,15.2,
Non-Injury: Other acute lower respiratory infections,GR113 079,1999,1999,540,279040168,0.2,
Non-Injury: Other acute lower respiratory infections,GR113 079,2000,2000,425,281421906,0.2,
Non-Injury: Other acute lower respiratory infections,GR113 079,2001,2001,347,284968955,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2002,2002,386,287625193,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2003,2003,421,290107933,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2004,2004,319,292805298,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2005,2005,404,295516599,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2006,2006,297,298379912,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2007,2007,255,301231207,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2009,2009,272,306771529,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2010,2010,213,308745538,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2011,2011,247,311591917,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2012,2012,239,313914040,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2013,2013,285,316128839,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2014,2014,289,318857056,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2015,2015,309,321418820,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2016,2016,261,323127513,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2017,2017,318,325719178,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2018,2018,321,327167434,0.1,
Non-Injury: Other acute lower respiratory infections,GR113 079,2019,2019,303,328239523,0.1,
Non-Injury: Chronic lower respiratory diseases,GR113 082,1999,1999,124181,279040168,44.5,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2000,2000,122009,281421906,43.4,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2001,2001,123013,284968955,43.2,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2002,2002,124816,287625193,43.4,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2003,2003,126382,290107933,43.6,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2004,2004,121987,292805298,41.7,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2005,2005,130933,295516599,44.3,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2006,2006,124583,298379912,41.8,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2007,2007,127924,301231207,42.5,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2008,2008,141090,304093966,46.4,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2009,2009,137353,306771529,44.8,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2010,2010,138080,308745538,44.7,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2011,2011,142943,311591917,45.9,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2012,2012,143489,313914040,45.7,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2013,2013,149205,316128839,47.2,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2014,2014,147101,318857056,46.1,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2015,2015,155041,321418820,48.2,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2016,2016,154596,323127513,47.8,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2017,2017,160201,325719178,49.2,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2018,2018,159486,327167434,48.7,
Non-Injury: Chronic lower respiratory diseases,GR113 082,2019,2019,156979,328239523,47.8,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,1999,1999,1113,279040168,0.4,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2000,2000,1161,281421906,0.4,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2001,2001,1136,284968955,0.4,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2002,2002,1114,287625193,0.4,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2003,2003,1114,290107933,0.4,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2004,2004,1033,292805298,0.4,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2005,2005,1007,295516599,0.3,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2006,2006,924,298379912,0.3,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2007,2007,915,301231207,0.3,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2008,2008,908,304093966,0.3,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2009,2009,841,306771529,0.3,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2010,2010,845,308745538,0.3,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2011,2011,773,311591917,0.2,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2012,2012,765,313914040,0.2,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2013,2013,806,316128839,0.3,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2014,2014,737,318857056,0.2,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2015,2015,728,321418820,0.2,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2016,2016,704,323127513,0.2,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2017,2017,681,325719178,0.2,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2018,2018,661,327167434,0.2,
Non-Injury: Pneumoconioses and chemical effects,GR113-087,2019,2019,672,328239523,0.2,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,1999,1999,15268,279040168,5.5,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2000,2000,16636,281421906,5.9,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2001,2001,17301,284968955,6.1,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2002,2002,17593,287625193,6.1,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2003,2003,17335,290107933,6,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2004,2004,16780,292805298,5.7,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2005,2005,17279,295516599,5.8,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2006,2006,16887,298379912,5.7,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2007,2007,16988,301231207,5.6,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2008,2008,16608,304093966,5.5,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2009,2009,15948,306771529,5.2,
